cities,comment,confirmedCount,continentEnglishName,continentName,countryEnglishName,countryFullName,countryName,curedCount,currentConfirmedCount,deadCount,locationId,provinceEnglishName,provinceName,provinceShortName,suspectedCount,updateTime,deadRate,curedRate
"[{'cityName': '吉林市', 'currentConfirmedCount': 25, 'confirmedCount': 57, 'suspectedCount': 12, 'curedCount': 31, 'deadCount': 1, 'locationId': 220200, 'cityEnglishName': 'Jilin'}, {'cityName': '长春', 'currentConfirmedCount': 0, 'confirmedCount': 49, 'suspectedCount': 1, 'curedCount': 49, 'deadCount': 0, 'locationId': 220100, 'cityEnglishName': 'Changchun'}, {'cityName': '四平市', 'currentConfirmedCount': 0, 'confirmedCount': 15, 'suspectedCount': 0, 'curedCount': 14, 'deadCount': 1, 'locationId': 220300, 'cityEnglishName': 'Siping'}, {'cityName': '辽源', 'currentConfirmedCount': 0, 'confirmedCount': 7, 'suspectedCount': 0, 'curedCount': 7, 'deadCount': 0, 'locationId': 220400, 'cityEnglishName': 'Liaoyuan'}, {'cityName': '延边', 'currentConfirmedCount': 0, 'confirmedCount': 7, 'suspectedCount': 1, 'curedCount': 7, 'deadCount': 0, 'locationId': 222400, 'cityEnglishName': 'Yanbian'}, {'cityName': '公主岭', 'currentConfirmedCount': 0, 'confirmedCount': 6, 'suspectedCount': 0, 'curedCount': 6, 'deadCount': 0, 'locationId': 220381, 'cityEnglishName': 'Gongzhuling'}, {'cityName': '通化', 'currentConfirmedCount': 0, 'confirmedCount': 6, 'suspectedCount': 0, 'curedCount': 6, 'deadCount': 0, 'locationId': 220500, 'cityEnglishName': 'Tonghua'}, {'cityName': '松原', 'currentConfirmedCount': 0, 'confirmedCount': 2, 'suspectedCount': 0, 'curedCount': 2, 'deadCount': 0, 'locationId': 220700, 'cityEnglishName': 'Songyuan'}, {'cityName': '梅河口', 'currentConfirmedCount': 0, 'confirmedCount': 2, 'suspectedCount': 0, 'curedCount': 2, 'deadCount': 0, 'locationId': 220581, 'cityEnglishName': 'Meihekou'}, {'cityName': '白城', 'currentConfirmedCount': 0, 'confirmedCount': 1, 'suspectedCount': 0, 'curedCount': 1, 'deadCount': 0, 'locationId': 220800, 'cityEnglishName': 'Baicheng'}]",暂无,152,Asia,亚洲,China,,中国,125,25,2,220000,Jilin,吉林省,吉林,19,1589933797195,0.0132,0.8224
暂无,暂无,2591,Africa,非洲,Sudan,Sudan,苏丹,247,2239,105,981005,Sudan,苏丹,苏丹,0,1589933491896,0.0405,0.0953
暂无,暂无,140,Asia,亚洲,Mongolia,Mongolia,蒙古,24,116,0,0,Mongolia,蒙古,蒙古,0,1589933004856,0.0,0.1714
暂无,暂无,339,Africa,非洲,Benin,Benin,贝宁,62,275,2,982001,Benin,贝宁,贝宁,0,1589933004856,0.0059,0.1829
暂无,暂无,155,North America,北美洲,暂无,Guadeloupe,瓜德罗普岛,0,142,13,0,暂无,瓜德罗普岛,瓜德罗普岛,0,1589933004856,0.0839,0.0
暂无,暂无,149,Oceania,大洋洲,Guam,Guam,关岛,0,144,5,0,Guam,关岛,关岛,0,1589933004856,0.0336,0.0
暂无,暂无,509,Africa,非洲,Tanzania,Tanzania,坦桑尼亚,167,321,21,985009,Tanzania,坦桑尼亚,坦桑尼亚,0,1589933004856,0.0413,0.3281
暂无,暂无,141,Asia,亚洲,Brunei,Brunei Darussalam,文莱,131,9,1,952002,Brunei,文莱,文莱,0,1589933004856,0.0071,0.9291
暂无,暂无,147,Europe,欧洲,Gibraltar,Gibraltar,直布罗陀,0,146,1,0,Gibraltar,直布罗陀,直布罗陀,0,1589933004856,0.0068,0.0
暂无,暂无,332,Africa,非洲,Mauritius,Mauritius,毛里求斯,322,0,10,984014,Mauritius,毛里求斯,毛里求斯,0,1589932697899,0.0301,0.9699
暂无,暂无,712,Others,其他,Diamond Princess Cruise Ship,International conveyance (Diamond Princess),钻石公主号邮轮,574,125,13,0,Diamond Princess Cruise Ship,钻石公主号邮轮,钻石公主号邮轮,0,1589932205290,0.0183,0.8062
暂无,暂无,1802,Europe,欧洲,Iceland,Iceland,冰岛,1755,37,10,962003,Iceland,冰岛,冰岛,0,1589932205290,0.0055,0.9739
暂无,暂无,328,Africa,非洲,暂无,Cabo Verde,佛得角,44,281,3,982017,暂无,佛得角,佛得角,0,1589932205290,0.0091,0.1341
暂无,暂无,948,Europe,欧洲,Albania,Albania,阿尔巴尼亚,714,203,31,965001,Albania,阿尔巴尼亚,阿尔巴尼亚,0,1589932205290,0.0327,0.7532
暂无,暂无,3529,Africa,非洲,Cameroon,Cameroon,喀麦隆,1567,1822,140,983001,Cameroon,喀麦隆,喀麦隆,0,1589932205290,0.0397,0.444
暂无,暂无,325,Europe,欧洲,暂无,Montenegro,黑山,265,51,9,965018,暂无,黑山,黑山,0,1589932205290,0.0277,0.8154
暂无,暂无,322,Africa,非洲,Madagascar,Madagascar,马达加斯加,119,202,1,984005,Madagascar,马达加斯加,马达加斯加,0,1589932205290,0.0031,0.3696
暂无,暂无,197,South America,南美洲,French Guiana,French Guiana,法属圭亚那,0,196,1,0,French Guiana,法属圭亚那,法属圭亚那,0,1589932205290,0.0051,0.0
暂无,暂无,2228,Europe,欧洲,Croatia,Croatia,克罗地亚,1946,187,95,965005,Croatia,克罗地亚,克罗地亚,0,1589932205290,0.0426,0.8734
暂无,暂无,29209,Europe,欧洲,Portugal,Portugal,葡萄牙,4636,23342,1231,965010,Portugal,葡萄牙,葡萄牙,0,1589932205290,0.0421,0.1587
暂无,暂无,290,Africa,非洲,暂无,South Sudan,南苏丹,4,282,4,981007,暂无,南苏丹,南苏丹,0,1589932205290,0.0138,0.0138
暂无,暂无,24,Africa,非洲,Gambia,Gambia,冈比亚,2,21,1,982005,Gambia,冈比亚,冈比亚,0,1589901498298,0.0417,0.0833
暂无,暂无,25,Africa,非洲,Botswana,Botswana,博茨瓦纳,0,24,1,984002,Botswana,博茨瓦纳,博茨瓦纳,0,1589901498298,0.04,0.0
暂无,暂无,58,Asia,亚洲,Syria,Syrian ArabRepublic,叙利亚,27,28,3,955017,Syria,叙利亚,叙利亚,0,1589901498298,0.0517,0.4655
暂无,暂无,94,North America,北美洲,Cayman Is,Cayman Islands,开曼群岛,0,92,2,0,Cayman Is,开曼群岛,开曼群岛,0,1589901498298,0.0213,0.0
暂无,暂无,117,South America,南美洲,Guyana,Guyana,圭亚那,27,80,10,973007,Guyana,圭亚那,圭亚那,0,1589901498298,0.0855,0.2308
暂无,暂无,187,Europe,欧洲,Faroe,Faroe Islands,法罗群岛,0,187,0,0,Faroe,法罗群岛,法罗群岛,0,1589901498298,0.0,0.0
暂无,暂无,101,North America,北美洲,暂无,Aruba,阿鲁巴,0,98,3,0,暂无,阿鲁巴,阿鲁巴,0,1589901498298,0.0297,0.0
暂无,暂无,22,North America,北美洲,暂无,Grenada,格林那达,0,22,0,0,暂无,格林那达,格林那达,0,1589901498298,0.0,0.0
暂无,暂无,42,Africa,非洲,暂无,The Republic of Burundi,布隆迪共和国,4,37,1,0,暂无,布隆迪共和国,布隆迪共和国,0,1589901498298,0.0238,0.0952
暂无,暂无,122,Asia,亚洲,Kampuchea (Cambodia ),Cambodia,柬埔寨,50,72,0,952003,Kampuchea (Cambodia ),柬埔寨,柬埔寨,0,1589901498298,0.0,0.4098
暂无,暂无,21,Oceania,大洋洲,暂无,Northern Mariana Islands (Commonwealth of the),北马里亚纳群岛联邦,0,19,2,0,暂无,北马里亚纳群岛联邦,北马里亚纳群岛联邦,0,1589901498298,0.0952,0.0
暂无,暂无,21,Asia,亚洲,Kingdom of Bhutan,Bhutan,不丹,0,21,0,953002,Kingdom of Bhutan,不丹,不丹,0,1589901498298,0.0,0.0
暂无,暂无,8,North America,北美洲,暂无,"VirginIslands,British",英属维尔京群岛,0,7,1,0,暂无,英属维尔京群岛,英属维尔京群岛,0,1589901498298,0.125,0.0
暂无,暂无,96,North America,北美洲,Bahamas,Bahamas,巴哈马,0,85,11,974002,Bahamas,巴哈马,巴哈马,0,1589901498298,0.1146,0.0
暂无,暂无,208,Africa,非洲,Sao Tome and Principe,São Tomé and Príncipe,圣多美和普林西比,0,201,7,983007,Sao Tome and Principe,圣多美和普林西比,圣多美和普林西比,0,1589901498298,0.0337,0.0
暂无,确诊病例中含9例境外输入病例,45,Asia,亚洲,China,,中国,45,0,0,820000,Macau,澳门,澳门,9,1589891265894,0.0,1.0
暂无,暂无,440,Asia,亚洲,China,,中国,401,32,7,710000,Taiwan,台湾,台湾,348,1589884958567,0.0159,0.9114
"[{'cityName': '境外输入', 'currentConfirmedCount': 16, 'confirmedCount': 326, 'suspectedCount': 4, 'curedCount': 310, 'deadCount': 0, 'locationId': 0}, {'cityName': '外地来沪', 'currentConfirmedCount': 1, 'confirmedCount': 112, 'suspectedCount': 0, 'curedCount': 110, 'deadCount': 1, 'locationId': 0}, {'cityName': '浦东新区', 'currentConfirmedCount': 0, 'confirmedCount': 61, 'suspectedCount': 0, 'curedCount': 60, 'deadCount': 1, 'locationId': 310115, 'cityEnglishName': 'Pudong District'}, {'cityName': '宝山区', 'currentConfirmedCount': 0, 'confirmedCount': 22, 'suspectedCount': 0, 'curedCount': 21, 'deadCount': 1, 'locationId': 310113, 'cityEnglishName': 'Baoshan District'}, {'cityName': '闵行区', 'currentConfirmedCount': 0, 'confirmedCount': 19, 'suspectedCount': 0, 'curedCount': 19, 'deadCount': 0, 'locationId': 310112, 'cityEnglishName': 'Minhang District'}, {'cityName': '徐汇区', 'currentConfirmedCount': 0, 'confirmedCount': 18, 'suspectedCount': 0, 'curedCount': 17, 'deadCount': 1, 'locationId': 310104, 'cityEnglishName': 'Xuhui District'}, {'cityName': '静安区', 'currentConfirmedCount': 0, 'confirmedCount': 16, 'suspectedCount': 0, 'curedCount': 15, 'deadCount': 1, 'locationId': 310106, 'cityEnglishName': ""Jing'an District""}, {'cityName': '松江区', 'currentConfirmedCount': 0, 'confirmedCount': 14, 'suspectedCount': 0, 'curedCount': 14, 'deadCount': 0, 'locationId': 310117, 'cityEnglishName': 'Songjiang District'}, {'cityName': '长宁区', 'currentConfirmedCount': 0, 'confirmedCount': 13, 'suspectedCount': 0, 'curedCount': 13, 'deadCount': 0, 'locationId': 310105, 'cityEnglishName': 'Changning District'}, {'cityName': '普陀区', 'currentConfirmedCount': 0, 'confirmedCount': 11, 'suspectedCount': 0, 'curedCount': 11, 'deadCount': 0, 'locationId': 310107, 'cityEnglishName': 'Putuo District'}, {'cityName': '杨浦区', 'currentConfirmedCount': 0, 'confirmedCount': 9, 'suspectedCount': 0, 'curedCount': 9, 'deadCount': 0, 'locationId': 310110, 'cityEnglishName': 'Yangpu District'}, {'cityName': '嘉定区', 'currentConfirmedCount': 0, 'confirmedCount': 9, 'suspectedCount': 0, 'curedCount': 7, 'deadCount': 2, 'locationId': 310114, 'cityEnglishName': 'Jiading District'}, {'cityName': '奉贤区', 'currentConfirmedCount': 0, 'confirmedCount': 9, 'suspectedCount': 0, 'curedCount': 9, 'deadCount': 0, 'locationId': 310120, 'cityEnglishName': 'Fengxian District'}, {'cityName': '虹口区', 'currentConfirmedCount': 0, 'confirmedCount': 7, 'suspectedCount': 0, 'curedCount': 7, 'deadCount': 0, 'locationId': 310109, 'cityEnglishName': 'Hongkou District'}, {'cityName': '黄浦区', 'currentConfirmedCount': 0, 'confirmedCount': 6, 'suspectedCount': 0, 'curedCount': 6, 'deadCount': 0, 'locationId': 310101, 'cityEnglishName': 'Huangpu District'}, {'cityName': '青浦区', 'currentConfirmedCount': 0, 'confirmedCount': 6, 'suspectedCount': 0, 'curedCount': 6, 'deadCount': 0, 'locationId': 310118, 'cityEnglishName': 'Qingpu District'}, {'cityName': '金山区', 'currentConfirmedCount': 0, 'confirmedCount': 4, 'suspectedCount': 0, 'curedCount': 4, 'deadCount': 0, 'locationId': 310116, 'cityEnglishName': 'Jinshan District'}, {'cityName': '崇明区', 'currentConfirmedCount': 0, 'confirmedCount': 4, 'suspectedCount': 0, 'curedCount': 4, 'deadCount': 0, 'locationId': 310151, 'cityEnglishName': 'Chongming District'}]",因未公布分区死亡和治愈，仅展示累计确诊和现存确诊,666,Asia,亚洲,China,,中国,642,17,7,310000,Shanghai,上海市,上海,300,1589878953772,0.0105,0.964
"[{'cityName': '武汉', 'currentConfirmedCount': 7, 'confirmedCount': 50340, 'suspectedCount': 0, 'curedCount': 46464, 'deadCount': 3869, 'locationId': 420100, 'cityEnglishName': 'Wuhan'}, {'cityName': '孝感', 'currentConfirmedCount': 0, 'confirmedCount': 3518, 'suspectedCount': 0, 'curedCount': 3389, 'deadCount': 129, 'locationId': 420900, 'cityEnglishName': 'Xiaogan'}, {'cityName': '黄冈', 'currentConfirmedCount': 0, 'confirmedCount': 2907, 'suspectedCount': 0, 'curedCount': 2782, 'deadCount': 125, 'locationId': 421100, 'cityEnglishName': 'Huanggang'}, {'cityName': '荆州', 'currentConfirmedCount': 0, 'confirmedCount': 1580, 'suspectedCount': 0, 'curedCount': 1528, 'deadCount': 52, 'locationId': 421000, 'cityEnglishName': 'Jingzhou'}, {'cityName': '鄂州', 'currentConfirmedCount': 0, 'confirmedCount': 1394, 'suspectedCount': 0, 'curedCount': 1335, 'deadCount': 59, 'locationId': 420700, 'cityEnglishName': 'Ezhou'}, {'cityName': '随州', 'currentConfirmedCount': 0, 'confirmedCount': 1307, 'suspectedCount': 0, 'curedCount': 1262, 'deadCount': 45, 'locationId': 421300, 'cityEnglishName': 'Suizhou'}, {'cityName': '襄阳', 'currentConfirmedCount': 0, 'confirmedCount': 1175, 'suspectedCount': 0, 'curedCount': 1135, 'deadCount': 40, 'locationId': 420600, 'cityEnglishName': 'Xiangyang'}, {'cityName': '黄石', 'currentConfirmedCount': 0, 'confirmedCount': 1015, 'suspectedCount': 0, 'curedCount': 976, 'deadCount': 39, 'locationId': 420200, 'cityEnglishName': 'Huangshi'}, {'cityName': '宜昌', 'currentConfirmedCount': 0, 'confirmedCount': 931, 'suspectedCount': 0, 'curedCount': 894, 'deadCount': 37, 'locationId': 420500, 'cityEnglishName': 'Yichang'}, {'cityName': '荆门', 'currentConfirmedCount': 0, 'confirmedCount': 928, 'suspectedCount': 0, 'curedCount': 887, 'deadCount': 41, 'locationId': 420800, 'cityEnglishName': 'Jingmen'}, {'cityName': '咸宁', 'currentConfirmedCount': 0, 'confirmedCount': 836, 'suspectedCount': 0, 'curedCount': 821, 'deadCount': 15, 'locationId': 421200, 'cityEnglishName': 'Xianning'}, {'cityName': '十堰', 'currentConfirmedCount': 0, 'confirmedCount': 672, 'suspectedCount': 0, 'curedCount': 664, 'deadCount': 8, 'locationId': 420300, 'cityEnglishName': 'Shiyan'}, {'cityName': '仙桃', 'currentConfirmedCount': 0, 'confirmedCount': 575, 'suspectedCount': 0, 'curedCount': 553, 'deadCount': 22, 'locationId': 429004, 'cityEnglishName': 'Xiantao'}, {'cityName': '天门', 'currentConfirmedCount': 0, 'confirmedCount': 496, 'suspectedCount': 0, 'curedCount': 481, 'deadCount': 15, 'locationId': 429006, 'cityEnglishName': 'Tianmen'}, {'cityName': '恩施州', 'currentConfirmedCount': 0, 'confirmedCount': 252, 'suspectedCount': 0, 'curedCount': 245, 'deadCount': 7, 'locationId': 422800, 'cityEnglishName': 'Enshi Tujia and Miao Autonomous Prefecture'}, {'cityName': '潜江', 'currentConfirmedCount': 0, 'confirmedCount': 198, 'suspectedCount': 0, 'curedCount': 189, 'deadCount': 9, 'locationId': 429005, 'cityEnglishName': 'Qianjiang'}, {'cityName': '神农架林区', 'currentConfirmedCount': 0, 'confirmedCount': 11, 'suspectedCount': 0, 'curedCount': 11, 'deadCount': 0, 'locationId': 429021, 'cityEnglishName': 'Shennongjia'}]",4.17武汉市订正数据，武汉死亡核增1290，确诊核增325，治愈核减965,68135,Asia,亚洲,China,,中国,63616,7,4512,420000,Hubei,湖北省,湖北,0,1589849264258,0.0662,0.9337
"[{'cityName': '境外输入', 'currentConfirmedCount': 2, 'confirmedCount': 63, 'suspectedCount': 0, 'curedCount': 61, 'deadCount': 0, 'locationId': 0}, {'cityName': '西安', 'currentConfirmedCount': 0, 'confirmedCount': 120, 'suspectedCount': 0, 'curedCount': 117, 'deadCount': 3, 'locationId': 610100, 'cityEnglishName': ""Xi'an""}, {'cityName': '安康', 'currentConfirmedCount': 0, 'confirmedCount': 26, 'suspectedCount': 0, 'curedCount': 26, 'deadCount': 0, 'locationId': 610900, 'cityEnglishName': 'Ankang'}, {'cityName': '汉中', 'currentConfirmedCount': 0, 'confirmedCount': 26, 'suspectedCount': 0, 'curedCount': 26, 'deadCount': 0, 'locationId': 610700, 'cityEnglishName': 'Hanzhong'}, {'cityName': '咸阳', 'currentConfirmedCount': 0, 'confirmedCount': 17, 'suspectedCount': 0, 'curedCount': 17, 'deadCount': 0, 'locationId': 610400, 'cityEnglishName': 'Xianyang'}, {'cityName': '渭南', 'currentConfirmedCount': 0, 'confirmedCount': 15, 'suspectedCount': 0, 'curedCount': 15, 'deadCount': 0, 'locationId': 610500, 'cityEnglishName': 'Weinan'}, {'cityName': '宝鸡', 'currentConfirmedCount': 0, 'confirmedCount': 13, 'suspectedCount': 0, 'curedCount': 13, 'deadCount': 0, 'locationId': 610300, 'cityEnglishName': 'Baoji'}, {'cityName': '延安', 'currentConfirmedCount': 0, 'confirmedCount': 8, 'suspectedCount': 0, 'curedCount': 8, 'deadCount': 0, 'locationId': 610600, 'cityEnglishName': ""Yan'an""}, {'cityName': '铜川', 'currentConfirmedCount': 0, 'confirmedCount': 8, 'suspectedCount': 0, 'curedCount': 8, 'deadCount': 0, 'locationId': 610200, 'cityEnglishName': 'Tongchuan'}, {'cityName': '商洛', 'currentConfirmedCount': 0, 'confirmedCount': 7, 'suspectedCount': 0, 'curedCount': 7, 'deadCount': 0, 'locationId': 611000, 'cityEnglishName': 'Shangluo'}, {'cityName': '榆林', 'currentConfirmedCount': 0, 'confirmedCount': 3, 'suspectedCount': 0, 'curedCount': 3, 'deadCount': 0, 'locationId': 610800, 'cityEnglishName': 'Yulin'}, {'cityName': '韩城', 'currentConfirmedCount': 0, 'confirmedCount': 1, 'suspectedCount': 0, 'curedCount': 1, 'deadCount': 0, 'locationId': 610581, 'cityEnglishName': 'Hancheng'}, {'cityName': '杨凌', 'currentConfirmedCount': 0, 'confirmedCount': 1, 'suspectedCount': 0, 'curedCount': 1, 'deadCount': 0, 'locationId': 0, 'cityEnglishName': 'Yangling District in Xianyang'}]",暂无,308,Asia,亚洲,China,,中国,303,2,3,610000,Shaanxi,陕西省,陕西,1,1589848412212,0.0097,0.9838
暂无,疑似1例,1055,Asia,亚洲,China,,中国,1025,26,4,810000,Hong Kong,香港,香港,47,1589798879563,0.0038,0.9716
"[{'cityName': '唐山', 'currentConfirmedCount': 0, 'confirmedCount': 58, 'suspectedCount': 0, 'curedCount': 57, 'deadCount': 1, 'locationId': 130200, 'cityEnglishName': 'Tangshan'}, {'cityName': '沧州', 'currentConfirmedCount': 0, 'confirmedCount': 48, 'suspectedCount': 0, 'curedCount': 45, 'deadCount': 3, 'locationId': 130900, 'cityEnglishName': 'Cangzhou'}, {'cityName': '张家口', 'currentConfirmedCount': 0, 'confirmedCount': 41, 'suspectedCount': 0, 'curedCount': 41, 'deadCount': 0, 'locationId': 130700, 'cityEnglishName': 'Zhangjiakou'}, {'cityName': '保定', 'currentConfirmedCount': 0, 'confirmedCount': 32, 'suspectedCount': 0, 'curedCount': 32, 'deadCount': 0, 'locationId': 130600, 'cityEnglishName': 'Baoding'}, {'cityName': '邯郸', 'currentConfirmedCount': 0, 'confirmedCount': 32, 'suspectedCount': 0, 'curedCount': 32, 'deadCount': 0, 'locationId': 130400, 'cityEnglishName': 'Handan'}, {'cityName': '廊坊', 'currentConfirmedCount': 0, 'confirmedCount': 30, 'suspectedCount': 0, 'curedCount': 30, 'deadCount': 0, 'locationId': 131000, 'cityEnglishName': 'Langfang'}, {'cityName': '石家庄', 'currentConfirmedCount': 0, 'confirmedCount': 29, 'suspectedCount': 0, 'curedCount': 29, 'deadCount': 0, 'locationId': 130100, 'cityEnglishName': 'Shijiazhuang'}, {'cityName': '邢台', 'currentConfirmedCount': 0, 'confirmedCount': 23, 'suspectedCount': 0, 'curedCount': 22, 'deadCount': 1, 'locationId': 130500, 'cityEnglishName': 'Xingtai'}, {'cityName': '秦皇岛', 'currentConfirmedCount': 0, 'confirmedCount': 10, 'suspectedCount': 0, 'curedCount': 9, 'deadCount': 1, 'locationId': 130300, 'cityEnglishName': 'Qinhuangdao'}, {'cityName': '境外输入', 'currentConfirmedCount': 0, 'confirmedCount': 10, 'suspectedCount': 0, 'curedCount': 10, 'deadCount': 0, 'locationId': 0}, {'cityName': '衡水', 'currentConfirmedCount': 0, 'confirmedCount': 8, 'suspectedCount': 0, 'curedCount': 8, 'deadCount': 0, 'locationId': 131100, 'cityEnglishName': 'Hengshui'}, {'cityName': '承德', 'currentConfirmedCount': 0, 'confirmedCount': 7, 'suspectedCount': 0, 'curedCount': 7, 'deadCount': 0, 'locationId': 130800, 'cityEnglishName': 'Chengde'}]",暂无,328,Asia,亚洲,China,,中国,322,0,6,130000,Hebei,河北省,河北,0,1589763307239,0.0183,0.9817
"[{'cityName': '朝阳区', 'currentConfirmedCount': 75, 'confirmedCount': 75, 'suspectedCount': 0, 'curedCount': 0, 'deadCount': 0, 'locationId': 110105, 'cityEnglishName': 'Chaoyang District'}, {'cityName': '海淀区', 'currentConfirmedCount': 64, 'confirmedCount': 64, 'suspectedCount': 0, 'curedCount': 0, 'deadCount': 0, 'locationId': 110108, 'cityEnglishName': 'Haidian District'}, {'cityName': '西城区', 'currentConfirmedCount': 53, 'confirmedCount': 53, 'suspectedCount': 0, 'curedCount': 0, 'deadCount': 0, 'locationId': 110102, 'cityEnglishName': 'Xicheng District'}, {'cityName': '丰台区', 'currentConfirmedCount': 40, 'confirmedCount': 43, 'suspectedCount': 0, 'curedCount': 3, 'deadCount': 0, 'locationId': 110106, 'cityEnglishName': 'Fengtai District'}, {'cityName': '大兴区', 'currentConfirmedCount': 23, 'confirmedCount': 39, 'suspectedCount': 0, 'curedCount': 16, 'deadCount': 0, 'locationId': 110115, 'cityEnglishName': 'Daxing District'}, {'cityName': '外地来京', 'currentConfirmedCount': 23, 'confirmedCount': 25, 'suspectedCount': 0, 'curedCount': 2, 'deadCount': 0, 'locationId': 0}, {'cityName': '昌平区', 'currentConfirmedCount': 19, 'confirmedCount': 29, 'suspectedCount': 0, 'curedCount': 10, 'deadCount': 0, 'locationId': 110114, 'cityEnglishName': 'Changping District'}, {'cityName': '通州区', 'currentConfirmedCount': 18, 'confirmedCount': 19, 'suspectedCount': 0, 'curedCount': 1, 'deadCount': 0, 'locationId': 110112, 'cityEnglishName': 'Tongzhou District'}, {'cityName': '房山区', 'currentConfirmedCount': 13, 'confirmedCount': 16, 'suspectedCount': 0, 'curedCount': 3, 'deadCount': 0, 'locationId': 110111, 'cityEnglishName': 'Fangshan District'}, {'cityName': '东城区', 'currentConfirmedCount': 13, 'confirmedCount': 14, 'suspectedCount': 0, 'curedCount': 1, 'deadCount': 0, 'locationId': 110101, 'cityEnglishName': 'Dongcheng District'}, {'cityName': '怀柔区', 'currentConfirmedCount': 7, 'confirmedCount': 7, 'suspectedCount': 0, 'curedCount': 0, 'deadCount': 0, 'locationId': 110116, 'cityEnglishName': 'Huairou District'}, {'cityName': '密云区', 'currentConfirmedCount': 7, 'confirmedCount': 7, 'suspectedCount': 0, 'curedCount': 0, 'deadCount': 0, 'locationId': 110118, 'cityEnglishName': 'Miyun District'}, {'cityName': '石景山区', 'currentConfirmedCount': 5, 'confirmedCount': 14, 'suspectedCount': 0, 'curedCount': 9, 'deadCount': 0, 'locationId': 110107, 'cityEnglishName': 'Shijingshan District'}, {'cityName': '境外输入', 'currentConfirmedCount': 4, 'confirmedCount': 174, 'suspectedCount': 3, 'curedCount': 170, 'deadCount': 0, 'locationId': 0}, {'cityName': '门头沟区', 'currentConfirmedCount': 1, 'confirmedCount': 3, 'suspectedCount': 0, 'curedCount': 2, 'deadCount': 0, 'locationId': 110109, 'cityEnglishName': 'Mentougou District'}, {'cityName': '延庆区', 'currentConfirmedCount': 1, 'confirmedCount': 1, 'suspectedCount': 0, 'curedCount': 0, 'deadCount': 0, 'locationId': 110119, 'cityEnglishName': 'Yanqing District'}, {'cityName': '顺义区', 'currentConfirmedCount': 0, 'confirmedCount': 10, 'suspectedCount': 0, 'curedCount': 10, 'deadCount': 0, 'locationId': 110113, 'cityEnglishName': 'Shunyi District'}, {'cityName': '待明确地区', 'currentConfirmedCount': -360, 'confirmedCount': 0, 'suspectedCount': 0, 'curedCount': 351, 'deadCount': 9, 'locationId': 0, 'cityEnglishName': 'Area not defined'}]",北京卫健委未明确大部分治愈与死亡病例的分区归属，因此北京市下辖分区的现存确诊暂无法获取。,593,Asia,亚洲,China,,中国,578,6,9,110000,Beijing,北京市,北京,164,1589762331190,0.0152,0.9747
暂无,暂无,83,Europe,欧洲,Liechtenstein,Liechtenstein,列支敦士登,55,27,1,963005,Liechtenstein,列支敦士登,列支敦士登,0,1589715557366,0.012,0.6627
暂无,暂无,39,Africa,非洲,暂无,Eritrea,厄立特里亚,39,0,0,985003,暂无,厄立特里亚,厄立特里亚,0,1589715557366,0.0,1.0
暂无,暂无,12,Europe,欧洲,Status Civitatis Vaticanae,Holy See,梵蒂冈,0,12,0,965017,Status Civitatis Vaticanae,梵蒂冈,梵蒂冈,0,1589715557366,0.0,0.0
暂无,暂无,39,North America,北美洲,Sint Maarten,Saint Martin,圣马丁岛,0,36,3,0,Sint Maarten,圣马丁岛,圣马丁岛,0,1589715557366,0.0769,0.0
暂无,暂无,78,North America,北美洲,暂无,Sint Maarten,荷属圣马丁,0,63,15,0,暂无,荷属圣马丁,荷属圣马丁,0,1589715557366,0.1923,0.0
暂无,暂无,11,Africa,非洲,暂无,Union des Comores,科摩罗,0,10,1,984003,暂无,科摩罗,科摩罗,0,1589715557366,0.0909,0.0
暂无,暂无,69,North America,北美洲,暂无,United States Virgin Islands,美属维尔京群岛,0,63,6,0,暂无,美属维尔京群岛,美属维尔京群岛,0,1589715557366,0.087,0.0
暂无,暂无,25,North America,北美洲,Nicaragua,Nicaragua,尼加拉瓜,0,17,8,972006,Nicaragua,尼加拉瓜,尼加拉瓜,0,1589715557366,0.32,0.0
暂无,暂无,1,Africa,非洲,Lesotho,Lesotho,莱索托,0,1,0,984004,Lesotho,莱索托,莱索托,0,1589715557366,0.0,0.0
